response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch
mouse,rank-1,896,gemini-3-pro-preview,3,35,1,bear,animals-gen,hills,"['Bird', 'Rodents']",True,['NorthAmerican'],True
rat,rank-1,896,gemini-3-pro-preview,4,35,1,fish,animals-gen,hills,['Rodents'],False,"['Fish', 'Water']",True
rabbit,rank-1,896,gemini-3-pro-preview,5,35,1,ferret,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['Farm', 'Weasels']",True
hamster,rank-1,896,gemini-3-pro-preview,6,35,1,gerbil,animals-gen,hills,"['Pets', 'Rodents']",False,"['Pets', 'Rodents']",True
horse,rank-1,896,gemini-3-pro-preview,7,35,1,guineapig,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['Pets', 'Rodents']",False
cow,rank-1,896,gemini-3-pro-preview,8,35,1,snake,animals-gen,hills,"['Bovine', 'Farm']",False,"['Farm', 'ReptileAmphibian']",True
pig,rank-1,896,gemini-3-pro-preview,9,35,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True
sheep,rank-1,896,gemini-3-pro-preview,10,35,1,lion,animals-gen,hills,['Farm'],False,"['African', 'Feline']",False
goat,rank-1,896,gemini-3-pro-preview,11,35,1,panda,animals-gen,hills,['Farm'],False,['Asian'],True
chicken,rank-1,896,gemini-3-pro-preview,12,35,1,koala,animals-gen,hills,"['Bird', 'Farm']",False,['Australian'],True
duck,rank-1,896,gemini-3-pro-preview,13,35,1,bird,animals-gen,hills,['Bird'],False,['Bird'],True
goose,rank-1,896,gemini-3-pro-preview,14,35,1,octopus,animals-gen,hills,['Water'],True,['Water'],True
turkey,rank-1,896,gemini-3-pro-preview,15,35,1,llama,animals-gen,hills,"['Bird', 'Farm']",True,"['BeastsOfBurden', 'UsedForFur']",True
lion,rank-1,896,gemini-3-pro-preview,16,35,1,gorilla,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Primates']",True
tiger,rank-1,896,gemini-3-pro-preview,17,35,1,ape,animals-gen,hills,"['African', 'Feline']",False,['Primates'],False
bear,rank-1,896,gemini-3-pro-preview,18,35,1,monkey,animals-gen,hills,['NorthAmerican'],True,"['African', 'Primates']",False
elephant,rank-1,896,gemini-3-pro-preview,19,35,1,whale,animals-gen,hills,['African'],True,"['Fish', 'Water']",True
giraffe,rank-1,896,gemini-3-pro-preview,20,35,1,dolphin,animals-gen,hills,['African'],False,"['Insects', 'Water']",False
zebra,rank-1,896,gemini-3-pro-preview,21,35,1,rhinoceros,animals-gen,hills,['African'],False,['African'],True
rhino,rank-1,896,gemini-3-pro-preview,22,35,1,hippopotamus,animals-gen,hills,['African'],False,['African'],False
hippo,rank-1,896,gemini-3-pro-preview,23,35,1,flamingo,animals-gen,hills,,True,['Bird'],True
monkey,rank-1,896,gemini-3-pro-preview,24,35,1,mouse,animals-gen,hills,"['African', 'Primates']",True,"['Bird', 'Rodents']",False
gorilla,rank-1,896,gemini-3-pro-preview,25,35,1,rat,animals-gen,hills,"['African', 'Primates']",False,['Rodents'],False
chimpanzee,rank-1,896,gemini-3-pro-preview,26,35,1,lizard,animals-gen,hills,"['African', 'Primates']",False,['ReptileAmphibian'],True
snake,rank-1,896,gemini-3-pro-preview,27,35,1,gecko,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['ReptileAmphibian'],False
lizard,rank-1,896,gemini-3-pro-preview,28,35,1,prairiedog,animals-gen,hills,['ReptileAmphibian'],False,['Rodents'],True
crocodile,rank-1,896,gemini-3-pro-preview,29,35,1,meerkat,animals-gen,hills,['ReptileAmphibian'],False,['African'],True
alligator,rank-1,896,gemini-3-pro-preview,30,35,1,zebra,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['African'],False
turtle,rank-1,896,gemini-3-pro-preview,31,35,1,penguin,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Arctic', 'Bird', 'Water']",True
frog,rank-1,896,gemini-3-pro-preview,32,35,1,chicken,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Bird', 'Farm']",False
fish,rank-1,896,gemini-3-pro-preview,33,35,1,turkey,animals-gen,hills,"['Fish', 'Water']",False,"['Bird', 'Farm']",False
whale,rank-1,896,gemini-3-pro-preview,34,35,1,goose,animals-gen,hills,"['Fish', 'Water']",False,['Water'],True
dolphin,rank-1,896,gemini-3-pro-preview,35,35,1,dove,animals-gen,hills,"['Insects', 'Water']",False,['Bird'],True
dog,rank-1,798,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,798,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,798,gemini-3-pro-preview,3,35,1,fish,animals-gen,hills,"['Bird', 'Rodents']",True,"['Fish', 'Water']",True
rat,rank-1,798,gemini-3-pro-preview,4,35,1,lion,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",True
hamster,rank-1,798,gemini-3-pro-preview,5,35,1,tiger,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
guinea pig,rank-1,798,gemini-3-pro-preview,6,35,1,cougar,animals-gen,hills,"['Pets', 'Rodents']",False,"['Feline', 'NorthAmerican']",False
rabbit,rank-1,798,gemini-3-pro-preview,7,35,1,lizard,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['ReptileAmphibian'],True
cow,rank-1,798,gemini-3-pro-preview,8,35,1,bird,animals-gen,hills,"['Bovine', 'Farm']",True,['Bird'],True
horse,rank-1,798,gemini-3-pro-preview,9,35,1,cheetah,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['African', 'Feline']",True
pig,rank-1,798,gemini-3-pro-preview,10,35,1,bear,animals-gen,hills,['Farm'],False,['NorthAmerican'],True
sheep,rank-1,798,gemini-3-pro-preview,11,35,1,owl,animals-gen,hills,['Farm'],False,['Bird'],True
goat,rank-1,798,gemini-3-pro-preview,12,35,1,eagle,animals-gen,hills,['Farm'],False,['Bird'],False
chicken,rank-1,798,gemini-3-pro-preview,13,35,1,panda,animals-gen,hills,"['Bird', 'Farm']",False,['Asian'],True
duck,rank-1,798,gemini-3-pro-preview,14,35,1,monkey,animals-gen,hills,['Bird'],False,"['African', 'Primates']",True
goose,rank-1,798,gemini-3-pro-preview,15,35,1,squirrel,animals-gen,hills,['Water'],True,"['NorthAmerican', 'Rodents']",True
deer,rank-1,798,gemini-3-pro-preview,16,35,1,pig,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Farm'],True
bear,rank-1,798,gemini-3-pro-preview,17,35,1,sheep,animals-gen,hills,['NorthAmerican'],False,['Farm'],False
wolf,rank-1,798,gemini-3-pro-preview,18,35,1,horse,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['BeastsOfBurden', 'Farm']",False
fox,rank-1,798,gemini-3-pro-preview,19,35,1,duck,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Bird'],True
squirrel,rank-1,798,gemini-3-pro-preview,20,35,1,alligator,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['ReptileAmphibian', 'Water']",True
raccoon,rank-1,798,gemini-3-pro-preview,21,35,1,frog,animals-gen,hills,['NorthAmerican'],False,"['ReptileAmphibian', 'Water']",False
monkey,rank-1,798,gemini-3-pro-preview,22,35,1,sealion,animals-gen,hills,"['African', 'Primates']",True,['Water'],False
gorilla,rank-1,798,gemini-3-pro-preview,23,35,1,rabbit,animals-gen,hills,"['African', 'Primates']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
chimpanzee,rank-1,798,gemini-3-pro-preview,24,35,1,kangaroo,animals-gen,hills,"['African', 'Primates']",False,['Australian'],True
lion,rank-1,798,gemini-3-pro-preview,25,35,1,giraffe,animals-gen,hills,"['African', 'Feline']",False,['African'],True
tiger,rank-1,798,gemini-3-pro-preview,26,35,1,elephant,animals-gen,hills,"['African', 'Feline']",False,['African'],False
leopard,rank-1,798,gemini-3-pro-preview,27,35,1,antelope,animals-gen,hills,"['African', 'Feline']",False,['African'],False
cheetah,rank-1,798,gemini-3-pro-preview,28,35,1,gazelle,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Deers']",False
elephant,rank-1,798,gemini-3-pro-preview,29,35,1,zebra,animals-gen,hills,['African'],False,['African'],False
giraffe,rank-1,798,gemini-3-pro-preview,30,35,1,hummingbird,animals-gen,hills,['African'],False,['Bird'],True
zebra,rank-1,798,gemini-3-pro-preview,31,35,1,heron,animals-gen,hills,['African'],False,['Bird'],False
rhino,rank-1,798,gemini-3-pro-preview,32,35,1,turtle,animals-gen,hills,['African'],False,"['ReptileAmphibian', 'Water']",True
hippo,rank-1,798,gemini-3-pro-preview,33,35,1,meerkat,animals-gen,hills,,True,['African'],True
crocodile,rank-1,798,gemini-3-pro-preview,34,35,1,bison,animals-gen,hills,['ReptileAmphibian'],True,"['Bovine', 'NorthAmerican']",True
alligator,rank-1,798,gemini-3-pro-preview,35,35,1,buffalo,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Bovine']",False
dog,rank-1,678,gemini-3-pro-preview,1,26,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,678,gemini-3-pro-preview,2,26,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,678,gemini-3-pro-preview,3,26,1,cow,animals-gen,hills,"['Bird', 'Rodents']",True,"['Bovine', 'Farm']",True
hamster,rank-1,678,gemini-3-pro-preview,4,26,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True
rabbit,rank-1,678,gemini-3-pro-preview,5,26,1,ant,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Insects'],True
horse,rank-1,678,gemini-3-pro-preview,6,26,1,pig,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Farm'],True
cow,rank-1,678,gemini-3-pro-preview,7,26,1,crow,animals-gen,hills,"['Bovine', 'Farm']",False,['Bird'],True
pig,rank-1,678,gemini-3-pro-preview,8,26,1,bluejay,animals-gen,hills,['Farm'],False,['Bird'],False
sheep,rank-1,678,gemini-3-pro-preview,9,26,1,cardinal,animals-gen,hills,['Farm'],False,['Bird'],False
goat,rank-1,678,gemini-3-pro-preview,10,26,1,bear,animals-gen,hills,['Farm'],False,['NorthAmerican'],True
chicken,rank-1,678,gemini-3-pro-preview,11,26,1,blackbear,animals-gen,hills,"['Bird', 'Farm']",False,['NorthAmerican'],False
duck,rank-1,678,gemini-3-pro-preview,12,26,1,brownbear,animals-gen,hills,['Bird'],False,['NorthAmerican'],False
goose,rank-1,678,gemini-3-pro-preview,13,26,1,lion,animals-gen,hills,['Water'],True,"['African', 'Feline']",True
deer,rank-1,678,gemini-3-pro-preview,14,26,1,antlion,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Insects'],True
bear,rank-1,678,gemini-3-pro-preview,15,26,1,fish,animals-gen,hills,['NorthAmerican'],False,"['Fish', 'Water']",True
wolf,rank-1,678,gemini-3-pro-preview,16,26,1,bluegill,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Bird'],True
fox,rank-1,678,gemini-3-pro-preview,17,26,1,turtle,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['ReptileAmphibian', 'Water']",True
lion,rank-1,678,gemini-3-pro-preview,18,26,1,frog,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",False
tiger,rank-1,678,gemini-3-pro-preview,19,26,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True
elephant,rank-1,678,gemini-3-pro-preview,20,26,1,zebra,animals-gen,hills,['African'],False,['African'],False
giraffe,rank-1,678,gemini-3-pro-preview,21,26,1,horse,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",True
zebra,rank-1,678,gemini-3-pro-preview,22,26,1,donkey,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",False
hippopotamus,rank-1,678,gemini-3-pro-preview,23,26,1,spider,animals-gen,hills,['African'],False,"['Arachnid', 'Farm']",False
rhinoceros,rank-1,678,gemini-3-pro-preview,24,26,1,duckbill,animals-gen,hills,['African'],False,['Australian'],True
monkey,rank-1,678,gemini-3-pro-preview,25,26,1,salmon,animals-gen,hills,"['African', 'Primates']",False,['Fish'],True
gorilla,rank-1,678,gemini-3-pro-preview,26,26,1,hamster,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",True
dog,rank-1,379,gemini-3-pro-preview,1,32,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,379,gemini-3-pro-preview,2,32,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,379,gemini-3-pro-preview,3,32,1,tiger,animals-gen,hills,"['Bird', 'Rodents']",True,"['African', 'Feline']",True
rat,rank-1,379,gemini-3-pro-preview,4,32,1,lion,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",False
hamster,rank-1,379,gemini-3-pro-preview,5,32,1,wolf,animals-gen,hills,"['Pets', 'Rodents']",False,"['Canine', 'NorthAmerican']",True
rabbit,rank-1,379,gemini-3-pro-preview,6,32,1,bear,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['NorthAmerican'],False
squirrel,rank-1,379,gemini-3-pro-preview,7,32,1,turtle,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['ReptileAmphibian', 'Water']",True
bird,rank-1,379,gemini-3-pro-preview,8,32,1,monkey,animals-gen,hills,['Bird'],True,"['African', 'Primates']",True
chicken,rank-1,379,gemini-3-pro-preview,9,32,1,giraffe,animals-gen,hills,"['Bird', 'Farm']",False,['African'],False
duck,rank-1,379,gemini-3-pro-preview,10,32,1,hippopotamus,animals-gen,hills,['Bird'],False,['African'],False
goose,rank-1,379,gemini-3-pro-preview,11,32,1,panda,animals-gen,hills,['Water'],True,['Asian'],True
cow,rank-1,379,gemini-3-pro-preview,12,32,1,greatwhiteshark,animals-gen,hills,"['Bovine', 'Farm']",True,['Fish'],True
pig,rank-1,379,gemini-3-pro-preview,13,32,1,polarbear,animals-gen,hills,['Farm'],False,['Arctic'],True
horse,rank-1,379,gemini-3-pro-preview,14,32,1,elephant,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['African'],True
sheep,rank-1,379,gemini-3-pro-preview,15,32,1,platypus,animals-gen,hills,['Farm'],False,"['Australian', 'Water']",True
goat,rank-1,379,gemini-3-pro-preview,16,32,1,bunny,animals-gen,hills,['Farm'],False,['Rabbit'],True
deer,rank-1,379,gemini-3-pro-preview,17,32,1,snake,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['Farm', 'ReptileAmphibian']",True
bear,rank-1,379,gemini-3-pro-preview,18,32,1,stingray,animals-gen,hills,['NorthAmerican'],False,['Water'],True
lion,rank-1,379,gemini-3-pro-preview,19,32,1,jellyfish,animals-gen,hills,"['African', 'Feline']",True,['Water'],False
tiger,rank-1,379,gemini-3-pro-preview,20,32,1,cheetah,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True
elephant,rank-1,379,gemini-3-pro-preview,21,32,1,leopard,animals-gen,hills,['African'],False,"['African', 'Feline']",False
giraffe,rank-1,379,gemini-3-pro-preview,22,32,1,meerkat,animals-gen,hills,['African'],False,['African'],False
zebra,rank-1,379,gemini-3-pro-preview,23,32,1,eagle,animals-gen,hills,['African'],False,['Bird'],True
monkey,rank-1,379,gemini-3-pro-preview,24,32,1,penguin,animals-gen,hills,"['African', 'Primates']",False,"['Arctic', 'Bird', 'Water']",False
gorilla,rank-1,379,gemini-3-pro-preview,25,32,1,mouse,animals-gen,hills,"['African', 'Primates']",False,"['Bird', 'Rodents']",False
snake,rank-1,379,gemini-3-pro-preview,26,32,1,rat,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Rodents'],False
lizard,rank-1,379,gemini-3-pro-preview,27,32,1,toucan,animals-gen,hills,['ReptileAmphibian'],False,['Bird'],True
frog,rank-1,379,gemini-3-pro-preview,28,32,1,pelican,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],False
turtle,rank-1,379,gemini-3-pro-preview,29,32,1,dolphin,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Insects', 'Water']",True
fish,rank-1,379,gemini-3-pro-preview,30,32,1,seamonkey,animals-gen,hills,"['Fish', 'Water']",False,['Water'],False
shark,rank-1,379,gemini-3-pro-preview,31,32,1,whale,animals-gen,hills,"['Fish', 'Water']",False,"['Fish', 'Water']",False
whale,rank-1,379,gemini-3-pro-preview,32,32,1,eel,animals-gen,hills,"['Fish', 'Water']",False,['Water'],False
dog,rank-1,389,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,389,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,389,gemini-3-pro-preview,3,35,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rat,rank-1,389,gemini-3-pro-preview,4,35,1,fish,animals-gen,hills,['Rodents'],False,"['Fish', 'Water']",True
rabbit,rank-1,389,gemini-3-pro-preview,5,35,1,tiger,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['African', 'Feline']",True
hamster,rank-1,389,gemini-3-pro-preview,6,35,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
guinea pig,rank-1,389,gemini-3-pro-preview,7,35,1,giraffe,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False
cow,rank-1,389,gemini-3-pro-preview,8,35,1,elk,animals-gen,hills,"['Bovine', 'Farm']",True,"['Deers', 'NorthAmerican']",True
horse,rank-1,389,gemini-3-pro-preview,9,35,1,caribou,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Arctic', 'Deers', 'NorthAmerican']",False
pig,rank-1,389,gemini-3-pro-preview,10,35,1,seal,animals-gen,hills,['Farm'],False,"['Arctic', 'Water']",False
sheep,rank-1,389,gemini-3-pro-preview,11,35,1,polarbear,animals-gen,hills,['Farm'],False,['Arctic'],False
goat,rank-1,389,gemini-3-pro-preview,12,35,1,whale,animals-gen,hills,['Farm'],False,"['Fish', 'Water']",True
chicken,rank-1,389,gemini-3-pro-preview,13,35,1,shark,animals-gen,hills,"['Bird', 'Farm']",False,"['Fish', 'Water']",False
duck,rank-1,389,gemini-3-pro-preview,14,35,1,brineshrimp,animals-gen,hills,['Bird'],False,['Water'],False
goose,rank-1,389,gemini-3-pro-preview,15,35,1,shrimp,animals-gen,hills,['Water'],True,['Fish'],True
lion,rank-1,389,gemini-3-pro-preview,16,35,1,lobster,animals-gen,hills,"['African', 'Feline']",True,['Water'],True
tiger,rank-1,389,gemini-3-pro-preview,17,35,1,crab,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
bear,rank-1,389,gemini-3-pro-preview,18,35,1,octopus,animals-gen,hills,['NorthAmerican'],True,['Water'],False
elephant,rank-1,389,gemini-3-pro-preview,19,35,1,squid,animals-gen,hills,['African'],True,['Water'],False
giraffe,rank-1,389,gemini-3-pro-preview,20,35,1,barracuda,animals-gen,hills,['African'],False,['Fish'],True
zebra,rank-1,389,gemini-3-pro-preview,21,35,1,seahorse,animals-gen,hills,['African'],False,['Water'],True
hippo,rank-1,389,gemini-3-pro-preview,22,35,1,dolphin,animals-gen,hills,,True,"['Insects', 'Water']",False
rhino,rank-1,389,gemini-3-pro-preview,23,35,1,porpoise,animals-gen,hills,['African'],True,['Water'],False
monkey,rank-1,389,gemini-3-pro-preview,24,35,1,tuna,animals-gen,hills,"['African', 'Primates']",False,['Fish'],True
gorilla,rank-1,389,gemini-3-pro-preview,25,35,1,salmon,animals-gen,hills,"['African', 'Primates']",False,['Fish'],False
chimpanzee,rank-1,389,gemini-3-pro-preview,26,35,1,bass,animals-gen,hills,"['African', 'Primates']",False,['Fish'],False
snake,rank-1,389,gemini-3-pro-preview,27,35,1,trout,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Fish'],False
lizard,rank-1,389,gemini-3-pro-preview,28,35,1,tilapia,animals-gen,hills,['ReptileAmphibian'],False,['Fish'],False
crocodile,rank-1,389,gemini-3-pro-preview,29,35,1,wolf,animals-gen,hills,['ReptileAmphibian'],False,"['Canine', 'NorthAmerican']",True
alligator,rank-1,389,gemini-3-pro-preview,30,35,1,panther,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Feline']",True
turtle,rank-1,389,gemini-3-pro-preview,31,35,1,jaguar,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Feline'],False
fish,rank-1,389,gemini-3-pro-preview,32,35,1,leopard,animals-gen,hills,"['Fish', 'Water']",False,"['African', 'Feline']",False
shark,rank-1,389,gemini-3-pro-preview,33,35,1,cheetah,animals-gen,hills,"['Fish', 'Water']",False,"['African', 'Feline']",False
whale,rank-1,389,gemini-3-pro-preview,34,35,1,elephant,animals-gen,hills,"['Fish', 'Water']",False,['African'],False
dolphin,rank-1,389,gemini-3-pro-preview,35,35,1,camel,animals-gen,hills,"['Insects', 'Water']",False,"['African', 'BeastsOfBurden']",False
dog,rank-1,898,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,898,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,898,gemini-3-pro-preview,3,35,1,hippopotamus,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True
rat,rank-1,898,gemini-3-pro-preview,4,35,1,elephant,animals-gen,hills,['Rodents'],False,['African'],False
hamster,rank-1,898,gemini-3-pro-preview,5,35,1,reindeer,animals-gen,hills,"['Pets', 'Rodents']",False,"['Arctic', 'Deers']",True
guinea pig,rank-1,898,gemini-3-pro-preview,6,35,1,bison,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bovine', 'NorthAmerican']",True
rabbit,rank-1,898,gemini-3-pro-preview,7,35,1,horse,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['BeastsOfBurden', 'Farm']",True
horse,rank-1,898,gemini-3-pro-preview,8,35,1,bird,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Bird'],True
